"CaseMasterID","CaseNo","BriefFacts"
"2229","202302229","Case registered at Chikkaballapur PS 28 regarding cheating. Investigation ongoing under IO Chaitanya."
"2230","202402230","Case registered at Chamarajanagar PS 26 regarding public nuisance. Investigation ongoing under IO Warhi."
"2231","202302231","Case registered at Tumakuru PS 8 regarding criminal breach of trust. Investigation ongoing under IO Fiyaz."
"2232","202402232","Case registered at Shivamogga PS 22 regarding domestic violence. Investigation ongoing under IO Farhan."
"2233","202402233","Case registered at Kalaburagi PS 6 regarding domestic violence. Investigation ongoing under IO Aayush."
"2234","202302234","Case registered at Kalaburagi PS 9 regarding cheating. Investigation ongoing under IO Urmi."
"2235","202602235","Case registered at Mysuru PS 29 regarding grievous hurt. Investigation ongoing under IO Guneet."
"2236","202302236","Case registered at Belagavi PS 38 regarding gambling. Investigation ongoing under IO Manya."
"2237","202402237","Case registered at Ballari PS 49 regarding identity theft. Investigation ongoing under IO Jason."
"2238","202402238","Case registered at Mandya PS 7 regarding attempt to murder. Investigation ongoing under IO Yadavi."
"2239","202502239","Case registered at Ballari PS 38 regarding robbery. Investigation ongoing under IO Bachittar."
"2240","202502240","Case registered at Bengaluru Urban PS 83 regarding online fraud. Investigation ongoing under IO Ethan."
"2241","202402241","Case registered at Dharwad PS 8 regarding online fraud. Investigation ongoing under IO Bina."
"2242","202402242","Case registered at Raichur PS 6 regarding criminal breach of trust. Investigation ongoing under IO Nicholas."
"2243","202402243","Case registered at Ballari PS 29 regarding online fraud. Investigation ongoing under IO Aishani."
"2244","202602244","Case registered at Kalaburagi PS 39 regarding public nuisance. Investigation ongoing under IO Aadi."
"2245","202602245","Case registered at Belagavi PS 12 regarding dowry harassment. Investigation ongoing under IO Arin."
"2246","202302246","Case registered at Chitradurga PS 3 regarding cheating. Investigation ongoing under IO Indrajit."
"2247","202402247","Case registered at Koppal PS 23 regarding public nuisance. Investigation ongoing under IO Finn."
"2248","202502248","Case registered at Udupi PS 9 regarding cheating. Investigation ongoing under IO Hema."
"2249","202502249","Case registered at Bidar PS 22 regarding murder. Investigation ongoing under IO Ekanta."
"2250","202302250","Case registered at Udupi PS 9 regarding online fraud. Investigation ongoing under IO Ekalinga."
"2251","202302251","Case registered at Koppal PS 20 regarding public nuisance. Investigation ongoing under IO Chakrika."
"2252","202402252","Case registered at Raichur PS 17 regarding grievous hurt. Investigation ongoing under IO Jeet."
"2253","202302253","Case registered at Bidar PS 12 regarding criminal breach of trust. Investigation ongoing under IO Anya."
"2254","202402254","Case registered at Tumakuru PS 19 regarding domestic violence. Investigation ongoing under IO Kalpit."
"2255","202502255","Case registered at Belagavi PS 52 regarding gambling. Investigation ongoing under IO Ethan."
"2256","202502256","Case registered at Belagavi PS 43 regarding cheating. Investigation ongoing under IO Ekta."
"2257","202402257","Case registered at Yadgir PS 27 regarding public nuisance. Investigation ongoing under IO Vedhika."
"2258","202502258","Case registered at Davanagere PS 27 regarding cheating. Investigation ongoing under IO Harshil."
"2259","202502259","Case registered at Bengaluru Urban PS 84 regarding gambling. Investigation ongoing under IO Vedhika."
"2260","202502260","Case registered at Mysuru PS 21 regarding criminal breach of trust. Investigation ongoing under IO Jacob."
"2261","202402261","Case registered at Bengaluru Urban PS 80 regarding grievous hurt. Investigation ongoing under IO Libni."
"2262","202502262","Case registered at Tumakuru PS 18 regarding identity theft. Investigation ongoing under IO Orinder."
"2263","202302263","Case registered at Ballari PS 56 regarding grievous hurt. Investigation ongoing under IO Madhavi."
"2264","202302264","Case registered at Bidar PS 4 regarding public nuisance. Investigation ongoing under IO Xavier."
"2265","202602265","Case registered at Shivamogga PS 22 regarding public nuisance. Investigation ongoing under IO Ekaraj."
"2266","202302266","Case registered at Kolar PS 14 regarding public nuisance. Investigation ongoing under IO Ekapad."
"2267","202602267","Case registered at Gadag PS 13 regarding public nuisance. Investigation ongoing under IO Vaishnavi."
"2268","202502268","Case registered at Belagavi PS 17 regarding cheating. Investigation ongoing under IO Darsh."
"2269","202302269","Case registered at Vijayanagara PS 15 regarding murder. Investigation ongoing under IO Pahal."
"2270","202302270","Case registered at Gadag PS 4 regarding attempt to murder. Investigation ongoing under IO Yashvi."
"2271","202602271","Case registered at Dharwad PS 17 regarding burglary. Investigation ongoing under IO Laban."
"2272","202302272","Case registered at Belagavi PS 44 regarding online fraud. Investigation ongoing under IO Mekhala."
"2273","202502273","Case registered at Bengaluru Urban PS 80 regarding sexual assault. Investigation ongoing under IO Nirja."
"2274","202502274","Case registered at Belagavi PS 44 regarding identity theft. Investigation ongoing under IO Devansh."
"2275","202302275","Case registered at Uttara Kannada PS 24 regarding public nuisance. Investigation ongoing under IO Leela."
"2276","202302276","Case registered at Hassan PS 12 regarding online fraud. Investigation ongoing under IO Frederick."
"2277","202302277","Case registered at Belagavi PS 22 regarding criminal breach of trust. Investigation ongoing under IO Vincent."
"2278","202402278","Case registered at Tumakuru PS 21 regarding cheating. Investigation ongoing under IO Lakshmi."
"2279","202502279","Case registered at Vijayapura PS 13 regarding criminal breach of trust. Investigation ongoing under IO Mekhala."
"2280","202402280","Case registered at Bagalkot PS 17 regarding grievous hurt. Investigation ongoing under IO Samesh."
"2281","202302281","Case registered at Dharwad PS 14 regarding domestic violence. Investigation ongoing under IO Yachana."
"2282","202502282","Case registered at Chitradurga PS 6 regarding grievous hurt. Investigation ongoing under IO Waida."
"2283","202402283","Case registered at Chitradurga PS 22 regarding online fraud. Investigation ongoing under IO Geetika."
"2284","202502284","Case registered at Tumakuru PS 21 regarding grievous hurt. Investigation ongoing under IO Mitali."
"2285","202502285","Case registered at Bengaluru Urban PS 94 regarding online fraud. Investigation ongoing under IO Aashi."
"2286","202402286","Case registered at Shivamogga PS 19 regarding grievous hurt. Investigation ongoing under IO Tanveer."
"2287","202502287","Case registered at Vijayapura PS 13 regarding cheating. Investigation ongoing under IO Rushil."
"2288","202402288","Case registered at Ballari PS 44 regarding gambling. Investigation ongoing under IO Yash."
"2289","202502289","Case registered at Mysuru PS 17 regarding burglary. Investigation ongoing under IO Max."
"2290","202502290","Case registered at Vijayapura PS 25 regarding robbery. Investigation ongoing under IO Turvi."
"2291","202302291","Case registered at Bengaluru Rural PS 3 regarding domestic violence. Investigation ongoing under IO Maya."
"2292","202602292","Case registered at Kodagu PS 15 regarding criminal breach of trust. Investigation ongoing under IO Naveen."
"2293","202502293","Case registered at Chitradurga PS 7 regarding public nuisance. Investigation ongoing under IO Zehaan."
"2294","202502294","Case registered at Ballari PS 49 regarding attempt to murder. Investigation ongoing under IO Anamika."
"2295","202602295","Case registered at Bengaluru Rural PS 7 regarding domestic violence. Investigation ongoing under IO Omya."
"2296","202402296","Case registered at Bengaluru Urban PS 73 regarding criminal breach of trust. Investigation ongoing under IO Pratyush."
"2297","202302297","Case registered at Shivamogga PS 25 regarding identity theft. Investigation ongoing under IO Niharika."
"2298","202402298","Case registered at Shivamogga PS 15 regarding identity theft. Investigation ongoing under IO Laksh."
"2299","202402299","Case registered at Raichur PS 1 regarding sexual assault. Investigation ongoing under IO Xalak."
"2300","202302300","Case registered at Gadag PS 16 regarding cheating. Investigation ongoing under IO Dipta."
"2301","202602301","Case registered at Belagavi PS 4 regarding cheating. Investigation ongoing under IO Alka."
"2302","202502302","Case registered at Haveri PS 22 regarding public nuisance. Investigation ongoing under IO Yochana."
"2303","202402303","Case registered at Ballari PS 22 regarding vehicle theft. Investigation ongoing under IO Yashica."
"2304","202502304","Case registered at Davanagere PS 15 regarding cheating. Investigation ongoing under IO Unnati."
"2305","202602305","Case registered at Tumakuru PS 24 regarding vehicle theft. Investigation ongoing under IO Samar."
"2306","202502306","Case registered at Kalaburagi PS 24 regarding cheating. Investigation ongoing under IO Yashvi."
"2307","202602307","Case registered at Kolar PS 17 regarding dowry harassment. Investigation ongoing under IO Noah."
"2308","202502308","Case registered at Chitradurga PS 26 regarding grievous hurt. Investigation ongoing under IO Vaishnavi."
"2309","202402309","Case registered at Gadag PS 16 regarding criminal breach of trust. Investigation ongoing under IO Forum."
"2310","202602310","Case registered at Ballari PS 52 regarding attempt to murder. Investigation ongoing under IO Kala."
"2311","202602311","Case registered at Bengaluru Urban PS 85 regarding identity theft. Investigation ongoing under IO Ganga."
"2312","202602312","Case registered at Ballari PS 11 regarding vehicle theft. Investigation ongoing under IO Harshil."
"2313","202402313","Case registered at Yadgir PS 6 regarding online fraud. Investigation ongoing under IO Yashvi."
"2314","202402314","Case registered at Mysuru PS 10 regarding murder. Investigation ongoing under IO Praneel."
"2315","202502315","Case registered at Belagavi PS 39 regarding criminal breach of trust. Investigation ongoing under IO Urvashi."
"2316","202602316","Case registered at Uttara Kannada PS 29 regarding grievous hurt. Investigation ongoing under IO Bimala."
"2317","202302317","Case registered at Chitradurga PS 21 regarding dowry harassment. Investigation ongoing under IO Aadi."
"2318","202502318","Case registered at Bengaluru Urban PS 88 regarding cheating. Investigation ongoing under IO Ekaraj."
"2319","202402319","Case registered at Bagalkot PS 20 regarding burglary. Investigation ongoing under IO Hredhaan."
"2320","202602320","Case registered at Vijayanagara PS 7 regarding domestic violence. Investigation ongoing under IO Reyansh."
"2321","202502321","Case registered at Yadgir PS 1 regarding domestic violence. Investigation ongoing under IO Qabil."
"2322","202302322","Case registered at Tumakuru PS 7 regarding sexual assault. Investigation ongoing under IO Yutika."
"2323","202402323","Case registered at Ramanagara PS 13 regarding criminal breach of trust. Investigation ongoing under IO Nidra."
"2324","202602324","Case registered at Udupi PS 19 regarding attempt to murder. Investigation ongoing under IO Nakul."
"2325","202502325","Case registered at Kolar PS 28 regarding cheating. Investigation ongoing under IO Dhruv."
"2326","202502326","Case registered at Yadgir PS 3 regarding murder. Investigation ongoing under IO Anusha."
"2327","202302327","Case registered at Yadgir PS 7 regarding online fraud. Investigation ongoing under IO Amrita."
"2328","202502328","Case registered at Davanagere PS 4 regarding online fraud. Investigation ongoing under IO Nitesh."
"2329","202302329","Case registered at Vijayapura PS 22 regarding cheating. Investigation ongoing under IO Balendra."
"2330","202402330","Case registered at Hassan PS 12 regarding cheating. Investigation ongoing under IO Yauvani."
"2331","202302331","Case registered at Yadgir PS 28 regarding sexual assault. Investigation ongoing under IO Madhavi."
"2332","202602332","Case registered at Ballari PS 56 regarding sexual assault. Investigation ongoing under IO Jacob."
"2333","202602333","Case registered at Chitradurga PS 11 regarding public nuisance. Investigation ongoing under IO Sanaya."
"2334","202402334","Case registered at Mysuru PS 45 regarding online fraud. Investigation ongoing under IO Gavin."
"2335","202402335","Case registered at Bengaluru Urban PS 61 regarding grievous hurt. Investigation ongoing under IO Amara."
"2336","202502336","Case registered at Chikkaballapur PS 26 regarding criminal breach of trust. Investigation ongoing under IO Max."
"2337","202402337","Case registered at Udupi PS 22 regarding theft. Investigation ongoing under IO Diya."
"2338","202302338","Case registered at Bengaluru Urban PS 63 regarding identity theft. Investigation ongoing under IO Devansh."
"2339","202502339","Case registered at Shivamogga PS 11 regarding identity theft. Investigation ongoing under IO Balveer."
"2340","202502340","Case registered at Dakshina Kannada PS 20 regarding online fraud. Investigation ongoing under IO Damyanti."
"2341","202302341","Case registered at Kalaburagi PS 35 regarding grievous hurt. Investigation ongoing under IO Pranit."
"2342","202502342","Case registered at Mysuru PS 30 regarding online fraud. Investigation ongoing under IO Chakradev."
"2343","202602343","Case registered at Mandya PS 12 regarding attempt to murder. Investigation ongoing under IO Frederick."
"2344","202402344","Case registered at Davanagere PS 29 regarding murder. Investigation ongoing under IO Akshay."
"2345","202302345","Case registered at Uttara Kannada PS 16 regarding vehicle theft. Investigation ongoing under IO Udyati."
"2346","202402346","Case registered at Bengaluru Rural PS 29 regarding murder. Investigation ongoing under IO Dayamai."
"2347","202402347","Case registered at Tumakuru PS 12 regarding public nuisance. Investigation ongoing under IO Alka."
"2348","202402348","Case registered at Chamarajanagar PS 6 regarding vehicle theft. Investigation ongoing under IO Divya."
"2349","202502349","Case registered at Ramanagara PS 28 regarding vehicle theft. Investigation ongoing under IO Madhav."
"2350","202502350","Case registered at Uttara Kannada PS 9 regarding burglary. Investigation ongoing under IO Darsh."
"2351","202602351","Case registered at Vijayanagara PS 19 regarding public nuisance. Investigation ongoing under IO Vincent."
"2352","202602352","Case registered at Uttara Kannada PS 3 regarding grievous hurt. Investigation ongoing under IO Agastya."
"2353","202302353","Case registered at Gadag PS 11 regarding attempt to murder. Investigation ongoing under IO Ekta."
"2354","202402354","Case registered at Bidar PS 4 regarding grievous hurt. Investigation ongoing under IO Varenya."
"2355","202302355","Case registered at Bengaluru Urban PS 51 regarding public nuisance. Investigation ongoing under IO Varsha."
"2356","202602356","Case registered at Chikkaballapur PS 20 regarding theft. Investigation ongoing under IO Udyati."
"2357","202502357","Case registered at Bengaluru Urban PS 107 regarding grievous hurt. Investigation ongoing under IO Zinal."
"2358","202602358","Case registered at Uttara Kannada PS 23 regarding cheating. Investigation ongoing under IO Qabil."
"2359","202602359","Case registered at Kalaburagi PS 31 regarding attempt to murder. Investigation ongoing under IO Gaurangi."
"2360","202302360","Case registered at Raichur PS 9 regarding grievous hurt. Investigation ongoing under IO Anamika."
"2361","202602361","Case registered at Bengaluru Urban PS 44 regarding murder. Investigation ongoing under IO Baljiwan."
"2362","202502362","Case registered at Vijayanagara PS 23 regarding robbery. Investigation ongoing under IO Madhavi."
"2363","202502363","Case registered at Kalaburagi PS 30 regarding criminal breach of trust. Investigation ongoing under IO Charan."
"2364","202502364","Case registered at Ballari PS 36 regarding criminal breach of trust. Investigation ongoing under IO Gagan."
"2365","202502365","Case registered at Hassan PS 20 regarding grievous hurt. Investigation ongoing under IO Reyansh."
"2366","202402366","Case registered at Bengaluru Urban PS 71 regarding robbery. Investigation ongoing under IO Hemangini."
"2367","202402367","Case registered at Bengaluru Urban PS 65 regarding gambling. Investigation ongoing under IO Benjamin."
"2368","202502368","Case registered at Udupi PS 22 regarding vehicle theft. Investigation ongoing under IO Yuvraj."
"2369","202502369","Case registered at Belagavi PS 16 regarding online fraud. Investigation ongoing under IO Nitesh."
"2370","202302370","Case registered at Raichur PS 5 regarding burglary. Investigation ongoing under IO Lajita."
"2371","202602371","Case registered at Udupi PS 9 regarding criminal breach of trust. Investigation ongoing under IO Mohini."
"2372","202302372","Case registered at Bagalkot PS 12 regarding murder. Investigation ongoing under IO Upasna."
"2373","202402373","Case registered at Haveri PS 17 regarding dowry harassment. Investigation ongoing under IO Isaiah."
"2374","202602374","Case registered at Yadgir PS 4 regarding gambling. Investigation ongoing under IO Sachi."
"2375","202402375","Case registered at Bengaluru Urban PS 16 regarding identity theft. Investigation ongoing under IO Zarna."
"2376","202502376","Case registered at Belagavi PS 3 regarding vehicle theft. Investigation ongoing under IO Lajita."
"2377","202602377","Case registered at Koppal PS 18 regarding criminal breach of trust. Investigation ongoing under IO Alka."
"2378","202302378","Case registered at Chamarajanagar PS 12 regarding dowry harassment. Investigation ongoing under IO Kiaan."
"2379","202602379","Case registered at Tumakuru PS 29 regarding gambling. Investigation ongoing under IO Janaki."
"2380","202502380","Case registered at Belagavi PS 3 regarding dowry harassment. Investigation ongoing under IO Liam."
"2381","202502381","Case registered at Vijayapura PS 17 regarding robbery. Investigation ongoing under IO Upadhriti."
"2382","202602382","Case registered at Mandya PS 26 regarding criminal breach of trust. Investigation ongoing under IO Maya."
"2383","202602383","Case registered at Davanagere PS 8 regarding theft. Investigation ongoing under IO Ekapad."
"2384","202402384","Case registered at Koppal PS 19 regarding murder. Investigation ongoing under IO Girish."
"2385","202402385","Case registered at Ballari PS 33 regarding cheating. Investigation ongoing under IO Upma."
"2386","202502386","Case registered at Shivamogga PS 17 regarding dowry harassment. Investigation ongoing under IO Chasmum."
"2387","202402387","Case registered at Belagavi PS 46 regarding online fraud. Investigation ongoing under IO Nandini."
"2388","202602388","Case registered at Bengaluru Urban PS 26 regarding robbery. Investigation ongoing under IO Girish."
"2389","202402389","Case registered at Kodagu PS 29 regarding cheating. Investigation ongoing under IO Yasti."
"2390","202502390","Case registered at Ballari PS 44 regarding gambling. Investigation ongoing under IO Champak."
"2391","202402391","Case registered at Yadgir PS 21 regarding vehicle theft. Investigation ongoing under IO Devika."
"2392","202402392","Case registered at Bengaluru Urban PS 71 regarding domestic violence. Investigation ongoing under IO Amrita."
"2393","202402393","Case registered at Koppal PS 16 regarding cheating. Investigation ongoing under IO Dalaja."
"2394","202502394","Case registered at Uttara Kannada PS 15 regarding sexual assault. Investigation ongoing under IO Jagrati."
"2395","202302395","Case registered at Chikkaballapur PS 29 regarding murder. Investigation ongoing under IO Chaitaly."
"2396","202402396","Case registered at Udupi PS 12 regarding cheating. Investigation ongoing under IO Keya."
"2397","202502397","Case registered at Chamarajanagar PS 11 regarding grievous hurt. Investigation ongoing under IO Aarini."
"2398","202502398","Case registered at Bengaluru Rural PS 18 regarding theft. Investigation ongoing under IO Avi."
"2399","202602399","Case registered at Vijayanagara PS 21 regarding identity theft. Investigation ongoing under IO Ethan."
"2400","202302400","Case registered at Dharwad PS 28 regarding sexual assault. Investigation ongoing under IO Laban."
"2401","202502401","Case registered at Raichur PS 22 regarding cheating. Investigation ongoing under IO Avi."
"2402","202502402","Case registered at Kalaburagi PS 57 regarding burglary. Investigation ongoing under IO Bishakha."
"2403","202302403","Case registered at Chitradurga PS 10 regarding gambling. Investigation ongoing under IO Guneet."
"2404","202302404","Case registered at Chamarajanagar PS 21 regarding online fraud. Investigation ongoing under IO Jason."
"2405","202402405","Case registered at Bagalkot PS 21 regarding criminal breach of trust. Investigation ongoing under IO Devika."
"2406","202302406","Case registered at Belagavi PS 24 regarding online fraud. Investigation ongoing under IO Saanvi."
"2407","202302407","Case registered at Kolar PS 15 regarding dowry harassment. Investigation ongoing under IO Sanaya."
"2408","202502408","Case registered at Mandya PS 27 regarding domestic violence. Investigation ongoing under IO Aadi."
"2409","202402409","Case registered at Uttara Kannada PS 1 regarding grievous hurt. Investigation ongoing under IO Netra."
"2410","202402410","Case registered at Ballari PS 8 regarding gambling. Investigation ongoing under IO Ubika."
"2411","202302411","Case registered at Bengaluru Urban PS 28 regarding online fraud. Investigation ongoing under IO Varenya."
"2412","202402412","Case registered at Belagavi PS 25 regarding gambling. Investigation ongoing under IO Indali."
"2413","202402413","Case registered at Dharwad PS 26 regarding dowry harassment. Investigation ongoing under IO Ekani."
"2414","202602414","Case registered at Bengaluru Rural PS 27 regarding murder. Investigation ongoing under IO Jagdish."
"2415","202302415","Case registered at Tumakuru PS 5 regarding grievous hurt. Investigation ongoing under IO Anusha."
"2416","202302416","Case registered at Tumakuru PS 3 regarding murder. Investigation ongoing under IO Bhavna."
"2417","202402417","Case registered at Ballari PS 1 regarding sexual assault. Investigation ongoing under IO Benjamin."
"2418","202402418","Case registered at Kolar PS 27 regarding burglary. Investigation ongoing under IO Omaja."
"2419","202502419","Case registered at Uttara Kannada PS 24 regarding online fraud. Investigation ongoing under IO Indali."
"2420","202502420","Case registered at Dakshina Kannada PS 20 regarding attempt to murder. Investigation ongoing under IO Mohini."
"2421","202402421","Case registered at Mysuru PS 49 regarding criminal breach of trust. Investigation ongoing under IO Riya."
"2422","202402422","Case registered at Kodagu PS 26 regarding vehicle theft. Investigation ongoing under IO Anmol."
"2423","202502423","Case registered at Bidar PS 16 regarding attempt to murder. Investigation ongoing under IO Nitesh."
"2424","202302424","Case registered at Ballari PS 46 regarding burglary. Investigation ongoing under IO Tanveer."
"2425","202502425","Case registered at Raichur PS 28 regarding identity theft. Investigation ongoing under IO Sanaya."
"2426","202502426","Case registered at Chikkamagaluru PS 19 regarding public nuisance. Investigation ongoing under IO Aradhana."
"2427","202302427","Case registered at Haveri PS 20 regarding gambling. Investigation ongoing under IO Jeevika."
"2428","202302428","Case registered at Hassan PS 1 regarding criminal breach of trust. Investigation ongoing under IO Ojasvi."
"2429","202402429","Case registered at Ballari PS 4 regarding domestic violence. Investigation ongoing under IO Chasmum."
"2430","202302430","Case registered at Chikkaballapur PS 25 regarding sexual assault. Investigation ongoing under IO Shivani."
"2431","202602431","Case registered at Koppal PS 27 regarding gambling. Investigation ongoing under IO Fiyaz."
"2432","202402432","Case registered at Haveri PS 2 regarding dowry harassment. Investigation ongoing under IO Ekbal."
"2433","202302433","Case registered at Gadag PS 24 regarding cheating. Investigation ongoing under IO Gopal."
"2434","202502434","Case registered at Shivamogga PS 29 regarding cheating. Investigation ongoing under IO Kala."
"2435","202602435","Case registered at Yadgir PS 12 regarding dowry harassment. Investigation ongoing under IO Rudra."
"2436","202602436","Case registered at Mandya PS 3 regarding cheating. Investigation ongoing under IO Suhani."
"2437","202602437","Case registered at Mandya PS 1 regarding theft. Investigation ongoing under IO Arjun."
"2438","202402438","Case registered at Udupi PS 7 regarding murder. Investigation ongoing under IO Ishani."
"2439","202402439","Case registered at Bengaluru Urban PS 62 regarding sexual assault. Investigation ongoing under IO Ryan."
"2440","202502440","Case registered at Kalaburagi PS 19 regarding robbery. Investigation ongoing under IO Krishna."
"2441","202402441","Case registered at Mandya PS 4 regarding identity theft. Investigation ongoing under IO Matthew."
"2442","202302442","Case registered at Shivamogga PS 26 regarding dowry harassment. Investigation ongoing under IO Hredhaan."
"2443","202402443","Case registered at Kalaburagi PS 47 regarding gambling. Investigation ongoing under IO Faqid."
"2444","202302444","Case registered at Ramanagara PS 5 regarding gambling. Investigation ongoing under IO Karan."
"2445","202602445","Case registered at Davanagere PS 24 regarding sexual assault. Investigation ongoing under IO Falak."
"2446","202402446","Case registered at Yadgir PS 15 regarding online fraud. Investigation ongoing under IO Ekani."
"2447","202402447","Case registered at Bengaluru Urban PS 52 regarding vehicle theft. Investigation ongoing under IO Laksh."
"2448","202602448","Case registered at Chitradurga PS 4 regarding domestic violence. Investigation ongoing under IO Frado."
"2449","202302449","Case registered at Vijayapura PS 9 regarding dowry harassment. Investigation ongoing under IO Janya."
"2450","202502450","Case registered at Vijayapura PS 16 regarding theft. Investigation ongoing under IO Krisha."
"2451","202502451","Case registered at Tumakuru PS 4 regarding online fraud. Investigation ongoing under IO Aashi."
"2452","202302452","Case registered at Belagavi PS 45 regarding burglary. Investigation ongoing under IO Zayyan."
"2453","202302453","Case registered at Belagavi PS 43 regarding public nuisance. Investigation ongoing under IO Andrew."
"2454","202602454","Case registered at Hassan PS 11 regarding criminal breach of trust. Investigation ongoing under IO Bhavika."
"2455","202302455","Case registered at Chitradurga PS 25 regarding burglary. Investigation ongoing under IO Panini."
"2456","202502456","Case registered at Chikkamagaluru PS 10 regarding identity theft. Investigation ongoing under IO Saanvi."
"2457","202402457","Case registered at Belagavi PS 19 regarding murder. Investigation ongoing under IO Ekiya."
"2458","202502458","Case registered at Ballari PS 39 regarding criminal breach of trust. Investigation ongoing under IO Akshay."
"2459","202602459","Case registered at Raichur PS 13 regarding attempt to murder. Investigation ongoing under IO Chandran."
"2460","202402460","Case registered at Bengaluru Urban PS 112 regarding gambling. Investigation ongoing under IO Yauvani."
"2461","202502461","Case registered at Chitradurga PS 11 regarding cheating. Investigation ongoing under IO Vrinda."
"2462","202302462","Case registered at Kodagu PS 2 regarding identity theft. Investigation ongoing under IO Ryan."
"2463","202302463","Case registered at Bengaluru Rural PS 17 regarding online fraud. Investigation ongoing under IO Amara."
"2464","202402464","Case registered at Gadag PS 12 regarding dowry harassment. Investigation ongoing under IO Meera."
"2465","202402465","Case registered at Bengaluru Urban PS 95 regarding identity theft. Investigation ongoing under IO Jagrati."
"2466","202302466","Case registered at Kalaburagi PS 47 regarding vehicle theft. Investigation ongoing under IO Anirudh."
"2467","202302467","Case registered at Yadgir PS 18 regarding robbery. Investigation ongoing under IO Henry."
"2468","202402468","Case registered at Kalaburagi PS 28 regarding murder. Investigation ongoing under IO Aadi."
"2469","202402469","Case registered at Kalaburagi PS 19 regarding theft. Investigation ongoing under IO Anita."
"2470","202302470","Case registered at Mysuru PS 33 regarding cheating. Investigation ongoing under IO Xalak."
"2471","202302471","Case registered at Bidar PS 26 regarding gambling. Investigation ongoing under IO Aishani."
"2472","202302472","Case registered at Bagalkot PS 19 regarding gambling. Investigation ongoing under IO Yochana."
"2473","202502473","Case registered at Davanagere PS 3 regarding identity theft. Investigation ongoing under IO Jairaj."
"2474","202502474","Case registered at Shivamogga PS 3 regarding gambling. Investigation ongoing under IO Jacob."
"2475","202502475","Case registered at Chamarajanagar PS 15 regarding criminal breach of trust. Investigation ongoing under IO Jack."
"2476","202402476","Case registered at Chamarajanagar PS 8 regarding dowry harassment. Investigation ongoing under IO Ishita."
"2477","202402477","Case registered at Kalaburagi PS 7 regarding gambling. Investigation ongoing under IO Lajita."
"2478","202302478","Case registered at Bengaluru Urban PS 15 regarding criminal breach of trust. Investigation ongoing under IO Yamini."
"2479","202502479","Case registered at Vijayapura PS 29 regarding sexual assault. Investigation ongoing under IO Pooja."
"2480","202302480","Case registered at Tumakuru PS 12 regarding cheating. Investigation ongoing under IO Vivaan."
"2481","202502481","Case registered at Uttara Kannada PS 23 regarding sexual assault. Investigation ongoing under IO Ucchal."
"2482","202502482","Case registered at Bagalkot PS 26 regarding cheating. Investigation ongoing under IO Anmol."
"2483","202302483","Case registered at Bengaluru Urban PS 57 regarding theft. Investigation ongoing under IO Vincent."
"2484","202502484","Case registered at Vijayapura PS 9 regarding gambling. Investigation ongoing under IO Frado."
"2485","202602485","Case registered at Gadag PS 27 regarding online fraud. Investigation ongoing under IO Gautami."
"2486","202402486","Case registered at Chikkaballapur PS 5 regarding gambling. Investigation ongoing under IO Laksh."
"2487","202402487","Case registered at Kodagu PS 29 regarding identity theft. Investigation ongoing under IO Omaja."
"2488","202502488","Case registered at Yadgir PS 21 regarding identity theft. Investigation ongoing under IO Zashil."
"2489","202302489","Case registered at Ballari PS 53 regarding burglary. Investigation ongoing under IO Maya."
"2490","202402490","Case registered at Gadag PS 20 regarding online fraud. Investigation ongoing under IO Mahika."
"2491","202302491","Case registered at Kolar PS 17 regarding vehicle theft. Investigation ongoing under IO Nisha."
"2492","202402492","Case registered at Mysuru PS 48 regarding domestic violence. Investigation ongoing under IO Daniel."
"2493","202402493","Case registered at Mysuru PS 11 regarding vehicle theft. Investigation ongoing under IO Utkarsh."
"2494","202402494","Case registered at Bengaluru Urban PS 77 regarding domestic violence. Investigation ongoing under IO Girish."
"2495","202502495","Case registered at Bengaluru Rural PS 6 regarding identity theft. Investigation ongoing under IO Naveen."
"2496","202302496","Case registered at Vijayanagara PS 4 regarding murder. Investigation ongoing under IO Ishanvi."
"2497","202502497","Case registered at Chikkaballapur PS 3 regarding sexual assault. Investigation ongoing under IO Manan."
"2498","202402498","Case registered at Chamarajanagar PS 8 regarding murder. Investigation ongoing under IO Nakul."
"2499","202502499","Case registered at Bengaluru Urban PS 65 regarding attempt to murder. Investigation ongoing under IO Chandani."
"2500","202302500","Case registered at Vijayanagara PS 13 regarding public nuisance. Investigation ongoing under IO Omaja."
"2501","202602501","Case registered at Bengaluru Urban PS 61 regarding cheating. Investigation ongoing under IO Nakul."
"2502","202302502","Case registered at Shivamogga PS 17 regarding cheating. Investigation ongoing under IO Onkar."
"2503","202302503","Case registered at Chamarajanagar PS 2 regarding burglary. Investigation ongoing under IO Maya."
"2504","202302504","Case registered at Mysuru PS 23 regarding criminal breach of trust. Investigation ongoing under IO Alka."
"2505","202402505","Case registered at Dharwad PS 9 regarding criminal breach of trust. Investigation ongoing under IO Deepa."
"2506","202602506","Case registered at Mysuru PS 9 regarding public nuisance. Investigation ongoing under IO Krishna."
"2507","202302507","Case registered at Haveri PS 23 regarding criminal breach of trust. Investigation ongoing under IO Siya."
"2508","202602508","Case registered at Belagavi PS 21 regarding sexual assault. Investigation ongoing under IO Girish."
"2509","202502509","Case registered at Kodagu PS 5 regarding burglary. Investigation ongoing under IO Nathaniel."
